District,Thana,SubOffice,Post Code
Chattogram,East Joara,East Joara,4380
Chattogram,East Joara,Gachbaria,4381
Chattogram,Fatikchhari,Bhandar Sharif,4352
Chattogram,Fatikchhari,Fatikchhari,4350
Chattogram,Fatikchhari,Harualchhari,4354
Chattogram,Fatikchhari,Najirhat,4353
Chattogram,Fatikchhari,Nanupur,4351
Chattogram,Fatikchhari,Narayanhat,4355
Chattogram,Hathazari,Chitt.University,4331
Chattogram,Hathazari,Fatahabad,4335
Chattogram,Hathazari,Gorduara,4332
Chattogram,Hathazari,Hathazari,4330
Chattogram,Hathazari,Katirhat,4333
Chattogram,Hathazari,Madrasa,4339
Chattogram,Hathazari,Mirzapur,4334
Chattogram,Hathazari,Nuralibari,4337
Chattogram,Hathazari,Yunus Nagar,4338
Chattogram,Jaldi,Banigram,4393
Chattogram,Jaldi,Gunagari,4392
Chattogram,Jaldi,Jaldi,4390
Chattogram,Jaldi,Khan Bahadur,4391
Chattogram,Lohagara,Chunti,4398
Chattogram,Lohagara,Lohagara,4396
Chattogram,Lohagara,Padua,4397
Chattogram,Mirsharai,Abutorab,4321
Chattogram,Mirsharai,Azampur,4325
Chattogram,Mirsharai,Bharawazhat,4323
Chattogram,Mirsharai,Darrogahat,4322
Chattogram,Mirsharai,Joarganj,4324
Chattogram,Mirsharai,Korerhat,4327
Chattogram,Mirsharai,Mirsharai,4320
Chattogram,Mirsharai,Mohazanhat,4328
Chattogram,Patiya,Budhpara,4371
Chattogram,Patiya,Patiya Head Office,4370
Chattogram,Rangunia,Dhamair,4361
Chattogram,Rangunia,Rangunia,4360
Chattogram,Raozan,B.I.T Post Office,4349
Chattogram,Raozan,Beenajuri,4341
Chattogram,Raozan,Dewanpur,4347
Chattogram,Raozan,Fatepur,4345
Chattogram,Raozan,Gahira,4343
Chattogram,Rouzan,Guzra Noapara,4346
Chattogram,Rouzan,jagannath Hat,4344
Chattogram,Rouzan,Kundeshwari,4342
Chattogram,Rouzan,Mohamuni,4348
Chattogram,Rouzan,Rouzan,4340
Chattogram,Sandwip,Sandwip,4300
Chattogram,Sandwip,Shiberhat,4301
Chattogram,Sandwip,Urirchar,4302
Chattogram,Satkania,Baitul Ijjat,4387
Chattogram,Satkania,Bazalia,4388
Chattogram,Satkania,Satkania,4386
Chattogram,Sitakunda,Barabkunda,4312
Chattogram,Sitakunda,Baroidhala,4311
Chattogram,Sitakunda,Bawashbaria,4313
Chattogram,Sitakunda,Bhatiari,4315
Chattogram,Sitakunda,Fouzdarhat,4316
Chattogram,Sitakunda,Jafrabad,4317
Chattogram,Sitakunda,Kumira,4314
Chattogram,Sitakunda,Sitakunda,4310
Cumilla,Barura,Barura,3560
Cumilla,Barura,Murdafarganj,3562
Cumilla,Barura,Poyalgachha,3561
Cumilla,Brahmanpara,Brahmanpara,3526
Cumilla,Burichang,Burichang,3520
Cumilla,Burichang,Maynamoti bazar,3521
Cumilla,Chandina,Chandia,3510
Cumilla,Chandina,Madhaiabazar,3511
Cumilla,Chandina,Mohichail,3510
Cumilla,Chouddagram,Batisa,3551
Cumilla,Chouddagram,Chiora,3552
Cumilla,Chouddagram,Chouddagram,3550
Cumilla,Comilla Sadar,Comilla Contoment,3501
Cumilla,Comilla Sadar,Comilla Sadar,3500
Cumilla,Comilla Sadar,Courtbari,3503
Cumilla,Comilla Sadar,Halimanagar,3502
Cumilla,Comilla Sadar,Suaganj,3504
Cumilla,Daudkandi,Dashpara,3518
Cumilla,Daudkandi,Daudkandi,3516
Cumilla,Daudkandi,Eliotganj,3519
Cumilla,Daudkandi,Gouripur,3517
Cumilla,Davidhar,Barashalghar,3532
Cumilla,Davidhar,Davidhar,3530
Cumilla,Davidhar,Dhamtee,3533
Cumilla,Davidhar,Gangamandal,3531
Cumilla,Homna,Homna,3546
Cumilla,Laksam,Bipulasar,3572
Cumilla,Laksam,Laksam,3570
Cumilla,Laksam,Lakshamanpur,3571
Cumilla,Langalkot,Chhariabazar,3582
Cumilla,Langalkot,Dhalua,3581
Cumilla,Langalkot,Gunabati,3583
Cumilla,Langalkot,Langalkot,3580
Cumilla,Muradnagar,Bangra,3543
Cumilla,Muradnagar,Companyganj,3542
Cumilla,Muradnagar,Muradnagar,3540
Cumilla,Muradnagar,Pantibazar,3545
Cumilla,Muradnagar,Ramchandarpur,3541
Cumilla,Muradnagar,Sonakanda,3544
Cox's Bazar,Chiringga,Badarkali,4742
Cox's Bazar,Chiringga,Chiringga,4740
Cox's Bazar,Chiringga,Chiringga S.O,4741
Cox's Bazar,Chiringga,Malumghat,4743
Cox's Bazar,Coxs Bazar Sadar,Coxs Bazar Sadar,4700
Cox's Bazar,Coxs Bazar Sadar,Eidga,4702
Cox's Bazar,Coxs Bazar Sadar,Zhilanja,4701
Cox's Bazar,Gorakghat,Gorakghat,4710
Cox's Bazar,Kutubdia,Kutubdia,4720
Cox's Bazar,Ramu,Ramu,4730
Cox's Bazar,Teknaf,Hnila,4761
Cox's Bazar,Teknaf,St.Martin,4762
Cox's Bazar,Teknaf,Teknaf,4760
Cox's Bazar,Ukhia,Ukhia,4750
Feni,Chhagalnaia,Chhagalnaia,3910
Feni,Chhagalnaia,Daraga Hat,3912
Feni,Chhagalnaia,Maharajganj,3911
Feni,Chhagalnaia,Puabashimulia,3913
Feni,Dagonbhuia,Silonia,3922
Feni,Dagonbhuia,Dagondhuia,3920
Feni,Dagonbhuia,Dudmukha,3921
Feni,Dagonbhuia,sindurpur,3923
Feni,Feni Sadar,Fazilpur,3901
Feni,Feni Sadar,Feni Sadar,3900
Feni,Feni Sadar,Laskarhat,3903
Feni,Feni Sadar,Sharshadie,3902
Feni,Pashurampur,Fulgazi,3942
Feni,Pashurampur,Munshirhat,3943
Feni,Pashurampur,Pashurampur,3940
Feni,Pashurampur,Shuarbazar,3941
Feni,Sonagazi,Ahmadpur,3932
Feni,Sonagazi,Kazirhat,3933
Feni,Sonagazi,Motiganj,3931
Feni,Sonagazi,Sonagazi,3930
Feni,Sonagazi,Mangal Kandi,3937
Khagrachari,Diginala,Diginala,4420
Khagrachari,Khagrachari Sadar,Khagrachari Sadar,4400
Khagrachari,Laxmichhari,Laxmichhari,4470
Khagrachari,Mahalchhari,Mahalchhari,4430
Khagrachari,Manikchhari,Manikchhari,4460
Khagrachari,Matiranga,Matiranga,4450
Khagrachari,Panchhari,Panchhari,4410
Khagrachari,Ramghar Head Office,Ramghar Head Office,4440
Lakshmipur,Char Alexgander,Char Alexgander,3730
Lakshmipur,kamalnagar,Hazir Hat,3731
Lakshmipur,Char Alexgander,Ramgatirhat,3732
Lakshmipur,Lakshimpur Sadar,Amani Lakshimpur,3709
Lakshmipur,Lakshimpur Sadar,Bhabaniganj,3702
Lakshmipur,Lakshimpur Sadar,Chandraganj,3708
Lakshmipur,Lakshimpur Sadar,Choupalli,3707
Lakshmipur,Lakshimpur Sadar,Dalal Bazar,3701
Lakshmipur,Lakshimpur Sadar,Duttapara,3706
Lakshmipur,Lakshimpur Sadar,Keramatganj,3704
Lakshmipur,Lakshimpur Sadar,Lakshimpur Sadar,3700
Lakshmipur,Lakshimpur Sadar,Mandari,3703
Lakshmipur,Lakshimpur Sadar,Rupchara,3705
Lakshmipur,Ramganj,Alipur,3721
Lakshmipur,Ramganj,Dolta,3725
Lakshmipur,Ramganj,Kanchanpur,3723
Lakshmipur,Ramganj,Naagmud,3724
Lakshmipur,Ramganj,Panpara,3722
Lakshmipur,Ramganj,Ramganj,3720
Lakshmipur,Raypur,Bhuiyanbari,3714
Lakshmipur,Raypur,Haydarganj,3713
Lakshmipur,Raypur,Khaser Hat,3713
Lakshmipur,Raypur,Nagerdighirpar,3712
Lakshmipur,Raypur,Rakhallia,3711
Lakshmipur,Raypur,Raypur,3710
Noakhali,Basurhat,Basur Hat,3850
Noakhali,Basurhat,Charhajari,3851
Noakhali,Begumganj,Alaiarpur,3831
Noakhali,Begumganj,Amisha Para,3847
Noakhali,Begumganj,Banglabazar,3822
Noakhali,Begumganj,Bazra,3824
Noakhali,Begumganj,Begumganj,3820
Noakhali,Begumganj,Bhabani Jibanpur,3837
Noakhali,Begumganj,Choumohani,3821
Noakhali,Begumganj,Dauti,3843
Noakhali,Begumganj,Durgapur,3848
Noakhali,Begumganj,Gopalpur,3828
Noakhali,Begumganj,Jamidar Hat,3825
Noakhali,Begumganj,Joyag,3844
Noakhali,Begumganj,Joynarayanpur,3829
Noakhali,Begumganj,Khalafat Bazar,3833
Noakhali,Begumganj,Khalishpur,3842
Noakhali,Begumganj,Maheshganj,3838
Noakhali,Begumganj,Mir Owarishpur,3823
Noakhali,Begumganj,Nadona,3839
Noakhali,Begumganj,Nandiapara,3841
Noakhali,Begumganj,Oachhekpur,3835
Noakhali,Begumganj,Rajganj,3834
Noakhali,Begumganj,Sonaimuri,3827
Noakhali,Begumganj,Tangirpar,3832
Noakhali,Begumganj,Thanar Hat,3845
Noakhali,Chatkhil,Bansa Bazar,3879
Noakhali,Chatkhil,Bodalcourt,3873
Noakhali,Chatkhil,Chatkhil,3870
Noakhali,Chatkhil,Dosh Gharia,3878
Noakhali,Chatkhil,Karihati,3877
Noakhali,Chatkhil,Khilpara,3872
Noakhali,Chatkhil,Palla,3871
Noakhali,Chatkhil,Rezzakpur,3874
Noakhali,Chatkhil,Sahapur,3881
Noakhali,Chatkhil,Sampara,3882
Noakhali,Chatkhil,Shingbahura,3883
Noakhali,Chatkhil,Solla,3875
Noakhali,Hatiya,Afazia,3891
Noakhali,Hatiya,Hatiya,3890
Noakhali,Hatiya,Tamoraddi,3892
Noakhali,Noakhali Sadar,Chaprashir Hat,3811
Noakhali,Noakhali Sadar,Char Jabbar,3812
Noakhali,Noakhali Sadar,Charam Tua,3809
Noakhali,Noakhali Sadar,Din Monir Hat,3803
Noakhali,Noakhali Sadar,Kabirhat,3807
Noakhali,Noakhali Sadar,Khalifar Hat,3808
Noakhali,Noakhali Sadar,Mriddarhat,3806
Noakhali,Noakhali Sadar,Noakhali College,3801
Noakhali,Noakhali Sadar,Noakhali Sadar,3800
Noakhali,Noakhali Sadar,Pak Kishoreganj,3804
Noakhali,Noakhali Sadar,Sonapur,3802
Noakhali,Senbag,Beezbag,3862
Noakhali,Senbag,Chatarpaia,3864
Noakhali,Senbag,Kallyandi,3861
Noakhali,Senbag,Kankirhat,3863
Noakhali,Senbag,Senbag,3860
Noakhali,Senbag,T.P. Lamua,3865
Rangamati,Barakal,Barakal,4570
Rangamati,Bilaichhari,Bilaichhari,4550
Rangamati,Jarachhari,Jarachhari,4560
Rangamati,Kalampati,Betbunia,4511
Rangamati,Kalampati,Kalampati,4510
Rangamati,kaptai,Chandraghona,4531
Rangamati,kaptai,Kaptai,4530
Rangamati,kaptai,Kaptai Nuton Bazar,4533
Rangamati,kaptai,Kaptai Project,4532
Rangamati,Longachh,Longachh,4580
Rangamati,Marishya,Marishya,4590
Rangamati,Naniachhar,Nanichhar,4520
Rangamati,Rajsthali,Rajsthali,4540
Rangamati,Rangamati Sadar,Rangamati Sadar,4500
