Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID,Compound_Code,Global_Code
Haque Nursing Home,24.5998601,88.268226,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Chapai Nawabganj,ChIJWZkV-Mi2-zkRTgld37Kb0Co,"H7X9+W7 Chapai Nawabganj, Bangladesh",7MPCH7X9+W7
Lab One Medical Services,24.5928223,88.2633423,4,24,"['hospital', 'health', 'point_of_interest', 'establishment']",PTI Bishwa Road,ChIJY--UOcG2-zkRJc63ABX3SSk,"H7V7+48 Chapai Nawabganj, Bangladesh",7MPCH7V7+48
Nawab Ali Homoeo Clinic,24.5951912,88.2666345,4.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Balubagan,, Nimtola-C&B Ghat Road, Chapai Nawabganj",ChIJ2_eRoce2-zkRg0PXbzSVb44,"H7W8+3M Chapai Nawabganj, Bangladesh",7MPCH7W8+3M
Nature & MXN Herbal Care,24.590661,88.2826754,3.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Rajshahi - Nawabganj Highway, Chapai Nawabganj",ChIJb4xIJ9-2-zkR0POHUm7r3VE,"H7RM+73 Chapai Nawabganj, Bangladesh",7MPCH7RM+73
Padma Clinic and Diagnostic Center,24.599042,88.2661794,4.3,17,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Chapai Nawabganj",ChIJP3DkPsi2-zkR7jfnXp5QaF0,"H7X8+JF Chapai Nawabganj, Bangladesh",7MPCH7X8+JF
Islamic Mission Hospital,24.6513638,88.2891215,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Chapai Nawabganj,ChIJh8f9pv6w-zkRzUGnrd7bbvY,"M72Q+GJ Moharajpur, Bangladesh",7MPCM72Q+GJ
Menipata Hospital,24.5784004,88.2601824,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Nawabganj Sadar Upazila,ChIJI4eSYQG3-zkR03JHrMzlPcQ,"H7H6+93 Chapai Nawabganj, Bangladesh",7MPCH7H6+93
Manipara Hospital,24.5794429,88.2600678,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Second Mohanonda Bridge Road, Chapai Nawabganj",ChIJJ_m64N-3-zkRtQ1hfHjdAiY,"H7H6+Q2 Chapai Nawabganj, Bangladesh",7MPCH7H6+Q2
সরকারি হাসপাতাল,24.5794734,88.2599612,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Chapai Nawabganj,ChIJb7fntjm3-zkRARx2FuC6cQo,"H7H5+QX Chapai Nawabganj, Bangladesh",7MPCH7H5+QX
D-Scan Hospital (ডি-স্ক্যান হাসপাতাল),24.588327,88.269823,5,67,"['hospital', 'beauty_salon', 'hair_care', 'health', 'point_of_interest', 'establishment']","Holding: 100/2, Ward: 6, Ramkristopur, Near Chowdhury More, Chapainawabganj",ChIJUUFk7p-3-zkR0Mg--Wb_d5s,"H7Q9+8W Chapai Nawabganj, Bangladesh",7MPCH7Q9+8W
Masud Pharmacy,24.5867485,88.255616,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Charagram Sardarpara Road, Chapai Nawabganj",ChIJf5I80zy3-zkRekkTZpNelIU,"H7P4+M6 Chapai Nawabganj, Bangladesh",7MPCH7P4+M6
Seba Clinic,24.5904415,88.269999,4.5,16,"['hospital', 'health', 'point_of_interest', 'establishment']",Chapai Nawabganj,ChIJzzqRW8G2-zkR3ClhK5pPXqI,"H7R9+5X Chapai Nawabganj, Bangladesh",7MPCH7R9+5X
দিবানিশি ক্লিনিক,24.5911384,88.2702384,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Chapai Nawabganj,ChIJ3YeUVsG2-zkRVFHrD3CNlb8,"H7RC+F3 Chapai Nawabganj, Bangladesh",7MPCH7RC+F3
Chapainawabganj Eye Hospital,24.5889147,88.275345,4.1,15,"['hospital', 'health', 'point_of_interest', 'establishment']","PTI Bishwa Road, Chapai Nawabganj",ChIJNRgv1dy2-zkRSp3RcjAhPXk,"H7QG+H4 Chapai Nawabganj, Bangladesh",7MPCH7QG+H4
